"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-06-14","UT","B",139,,0,,1028,1028,178,16,302,,258435,3882,,,298286,134,,14313,14313,332,0,,5,,5,16616,8252,,0,314902,5291,,5,,5,273307,4208,314902,5291
"2020-06-14","VA","A+",1546,1438,5,108,5536,5536,958,25,,334,414494,8370,,,,,155,54506,52103,637,0,3666,80,,,64446,7178,493715,9500,493715,9500,60293,174,,,,0,,0
"2020-06-14","VI","C",6,6,0,,,,,0,,,2305,21,,,,,,72,,0,0,,,,,,64,,0,2377,21,,,,,2363,0,,0
"2020-06-14","VT","B",55,55,0,,,,26,0,,,48085,1049,,,,,,1125,1125,2,0,,,,,,909,,0,57427,1240,,,,,49210,1051,57427,1240
"2020-06-14","WA","B",1213,1213,9,,3845,3845,350,28,,,469418,3957,,,,,49,27242,27242,390,0,,,,,,,496902,4093,496902,4093,,,,,432619,3760,,0
"2020-06-14","WI","A+",692,692,1,,3049,3049,291,14,680,101,397366,8967,,,,,,25340,22758,251,0,,,,,,16558,505127,10010,505127,10010,,,,,420124,9207,,0
"2020-06-14","WV","B",88,,0,,,,30,0,,8,128910,3652,,,,,2,2289,2213,30,0,,,,,,1571,,0,131199,3682,7651,,,,,0,131123,3682
"2020-06-14","WY","C",18,,0,,93,93,5,0,,,32005,0,,,33912,,,1060,841,10,0,,,,,1030,834,,0,34942,127,,,,,,0,34942,127
"2020-06-13","AK","A",12,12,0,,56,56,12,1,,,71147,897,,,,,2,656,,26,0,,,,,,405,,0,71803,923,,,,,,0,71803,923
"2020-06-13","AL","B",773,768,4,5,2241,2241,563,39,672,,268651,5976,,,,395,,24601,24221,891,0,,,,,,13508,,0,292872,6864,,,,,292872,6864,,0
"2020-06-13","AR","A",176,,0,,979,979,203,18,,,175470,5895,,,,160,49,11547,11547,0,0,,,,,,7607,,0,187017,4372,,,,,,0,187017,4372
"2020-06-13","AS","C",0,,0,,,,,0,,,174,0,,,,,,0,0,0,0,,,,,,,,0,174,0,,,,,,0,174,0
"2020-06-13","AZ","A+",1183,1116,39,67,4115,4115,1412,36,,447,293939,4078,,,,,309,34458,34146,1540,0,,,,,,6209,,0,460476,16337,128830,,,,328085,7269,460476,16337
"2020-06-13","CA","B",4989,,46,,,,4411,0,,1313,2578750,58475,,,,,,145643,145643,3660,0,,,,,,,,0,2724393,62135,,,,,,0,2724393,62135
"2020-06-13","CO","A",1598,1272,3,326,5244,5244,262,10,,,215626,7987,80748,,,,,29017,26408,195,0,5984,,,,,4178,285911,7385,285911,7385,86732,,,,242034,5573,,0
"2020-06-13","CT","B",4186,3342,27,844,9912,9912,233,0,,,305173,4730,,,,,,44994,43078,305,0,,,,,,7611,,0,350167,5035,,,,,,0,342338,13985
"2020-06-13","DC","A+",511,,5,,,,197,0,,78,53327,1028,,,,,52,9709,,55,0,,,,,,1143,63036,1083,63036,1083,,,,,50032,1330,,0
"2020-06-13","DE","A",495,437,1,58,,,93,0,,,69870,2349,,,,,,10229,9278,56,0,,,,,12677,6116,93481,2416,93481,2416,,,,,80099,2405,,0
"2020-06-13","FL","A",3016,3016,49,,12155,12155,,169,,,1296861,31933,,171364,1510430,,,71149,,2476,0,,,7717,,99168,,1427556,35007,1427556,35007,,,179109,,1371401,34506,1612617,41395
"2020-06-13","GA","A",2446,,28,,9224,9224,810,43,2029,,542879,6704,,,,,,56801,56801,1018,0,6631,,,,51141,,,0,599211,13254,113405,,,,,0,599211,13254
"2020-06-13","GU","B",5,,0,,,,,0,,,8358,15,,,8249,,,185,185,1,0,2,,,,174,168,,0,8543,16,110,,,,,0,8426,0
"2020-06-13","HI","D",17,,0,,87,87,,1,,,58632,745,,,,,,706,,14,0,,,,,659,627,67076,949,67076,949,,,,,59338,759,68738,1346
"2020-06-13","IA","A+",650,,7,,,,200,0,,76,195891,4684,,23752,,,43,23717,23717,380,0,,,2097,,,14326,,0,219608,5064,,,25876,,219976,5033,,0
"2020-06-13","ID","A",87,67,1,20,265,265,24,0,98,5,59305,1175,,,,,,3353,3023,51,0,,,,,,2776,,0,62328,1214,,,,,62328,1214,,0
"2020-06-13","IL","A",6470,6289,29,181,,,2117,0,,610,1037074,21171,,,,,352,132732,131871,673,0,,,,,,,,0,1169806,21844,,,,,,0,1168945,21844
"2020-06-13","IN","A+",2413,2231,17,182,6349,6349,871,0,1354,316,301094,5060,,,,,118,39543,,397,0,,,,,41037,28241,,0,444384,13135,,,,,340637,5457,444384,13135
"2020-06-13","KS","A",243,,0,,973,973,,0,324,,118105,0,,,,143,,11047,,0,0,,,,,,667,,0,129152,0,,,,,128939,0,,0
"2020-06-13","KY","B",499,497,6,2,2433,2433,410,27,969,68,282140,12991,,,,,,12445,12125,500,0,,,,,,3409,,0,294265,13479,28635,,,,,0,294265,13479
"2020-06-13","LA","B",3004,2891,8,113,,,542,0,,,458100,23561,,,,,76,46283,46283,1288,0,,,,,,33904,,0,504383,24849,,,,,,0,504383,24849
"2020-06-13","MA","A+",7576,7420,38,156,10772,10772,1069,46,,249,598201,9901,,,,,162,105395,101070,336,0,,,,,132395,88725,,0,897556,6435,,,57048,,699271,10160,897556,6435
"2020-06-13","MD","B",2926,2799,26,127,10053,10053,799,130,,321,347453,7971,,,,,,61305,61305,692,0,,,,,70320,4536,,0,478119,10555,,,,,408758,8663,478119,10555
"2020-06-13","ME","B",100,100,0,,313,313,29,5,,10,65593,1427,5323,,65593,,4,2757,2452,36,0,280,,,,3370,2152,,0,68350,1463,5611,,,,,0,69073,1488
"2020-06-13","MI","A+",6013,5768,23,245,,,636,0,,253,733647,13032,,,733647,,139,65836,59801,164,0,,,,,81727,44964,,0,799483,13196,125950,,,,,0,815374,13338
"2020-06-13","MN","A",1314,1283,9,31,3581,3581,390,24,1104,191,387245,9656,,,,,,30465,30465,2,0,,,,,,25620,417710,9658,417710,9658,,,,,,0,,0
"2020-06-13","MO","B",879,,7,,,,595,0,,,253986,4436,,32313,252506,,69,15810,15810,225,0,,,1275,,17275,,,0,270232,0,,,33588,,269796,4661,270232,0
"2020-06-13","MP","D",2,,0,,,,,0,,,7906,174,,,,,,30,30,0,0,,,,,,19,,0,7936,174,,,,,,0,7936,174
"2020-06-13","MS","A",889,873,8,16,2644,2644,684,1,,160,194537,-865,,,,,103,19348,19216,257,0,95,,,,,13356,,0,213885,-608,9442,,,,,0,213753,0
"2020-06-13","MT","C",18,,0,,77,77,7,0,,,57416,967,,,,,,588,588,15,0,,,,,,510,,0,58004,982,,,,,,0,58004,982
"2020-06-13","NC","A",1104,1104,12,,,,823,0,,,569014,14566,,,,,,42676,42676,1427,0,,,,,,23653,,0,611690,15993,,,,,,0,611690,15993
"2020-06-13","ND","F",77,,0,,197,197,35,0,,,82815,1667,3860,,,,,3054,3054,42,0,126,,,,,2630,126897,3247,126897,3247,3986,,,,83675,1745,129748,3305
"2020-06-13","NE","D",216,,4,,1067,1067,157,38,,,117864,3406,,,141410,,,16513,16513,198,0,,,,,19772,9610,,0,161666,3842,,,,,134536,3603,161666,3842
"2020-06-13","NH","B",315,,7,,503,503,76,-1,149,,88705,1997,,,,,,5251,,42,0,,,,,,3843,,0,112141,2639,17720,,15236,,93956,2039,112141,2639
"2020-06-13","NJ","A+",14335,12589,103,1746,18707,18707,1395,100,,409,911610,22378,,,,,279,167171,166605,460,0,,,,,,28606,,0,1078781,22838,,,,,,0,1078215,22819
"2020-06-13","NM","C",431,,5,,1625,1625,172,0,,,249373,3615,,,,,,9621,,95,0,,,,,,4072,,0,258994,3710,,,,,,0,258994,3710
"2020-06-13","NV","A+",478,,3,,,,351,0,,81,193934,5165,,,,,43,10946,10946,270,0,,,,,,,249534,5188,249534,5188,,,,,204788,5432,235500,6227
"2020-06-13","NY","A",24527,,32,,89995,89995,1734,0,,517,2489610,69924,,,,,360,382630,,916,0,,,,,,68584,2872240,70840,2872240,70840,,,,,,0,,0
"2020-06-13","OH","B",2554,2324,46,230,6864,6864,516,50,1754,230,498050,14756,,,,,152,40848,37893,424,0,,,,,44760,,,0,569678,11870,,,,,,0,569678,11870
"2020-06-13","OK","A+",359,,0,,1111,1111,154,8,,67,238366,0,,,238366,,,8073,8073,225,0,974,,,,9456,6495,,0,246439,225,27415,,,,,0,248091,0
"2020-06-13","OR","A+",173,,2,,875,875,133,11,,47,160812,4245,,,230670,,15,5377,5207,140,0,,,,,13569,2370,,0,244239,6880,,,,,166019,4376,244239,6880
"2020-06-13","PA","A+",6211,,49,,,,875,0,,,496589,8204,,,,,192,78462,76237,463,0,,,,,,58061,,0,575051,8667,,,,,572826,8641,,0
"2020-06-13","PR","C",146,56,0,90,,,117,0,,4,113280,0,,,112331,,3,1460,1460,17,0,4230,,,,2326,,,0,114740,17,,,,,,0,114723,0
"2020-06-13","RI","A+",833,,0,,1853,1853,141,0,,28,116709,1226,,,182700,,17,16072,,49,0,,,,,22438,1435,204980,4805,204980,4805,,,,,132781,1275,205138,2844
"2020-06-13","SC","A+",599,599,6,,1988,1988,523,0,,,223951,5062,27599,,223951,,,17955,17955,785,0,1424,,,,24611,8682,,0,241906,5847,29023,,,,,0,248562,6019
"2020-06-13","SD","B",75,,1,,531,531,85,6,,,58680,1417,,,,,,5833,,91,0,,,,,,4828,,0,64513,1508,,,,,64513,1508,,0
"2020-06-13","TN","B",472,451,4,21,2073,2073,583,24,,,571821,10774,,,566752,,,29541,29340,415,0,,,,,34409,19731,,0,601362,11189,,,,,,0,601161,6201
"2020-06-13","TX","B",1957,,18,,,,2242,0,,,1485680,38376,,,,,,86011,86011,2331,0,5963,148,,,122603,56535,,0,1571691,40707,144050,1205,,,,0,1571691,40707
"2020-06-13","UT","B",139,,0,,1012,1012,236,24,300,,254553,4513,,,293348,132,,13981,13981,404,0,,5,,5,16263,8114,,0,309611,6411,,5,,5,269099,4926,309611,6411
"2020-06-13","VA","A+",1541,1435,7,106,5511,5511,959,66,,295,406124,8805,,,,,142,53869,51499,658,0,3588,75,,,63856,7131,484215,10561,484215,10561,58767,169,,,,0,,0
"2020-06-13","VI","C",6,6,0,,,,,0,,,2284,63,,,,,,72,,0,0,,,,,,64,,0,2356,63,,,,,2363,64,,0
"2020-06-13","VT","B",55,55,0,,,,11,0,,,47036,1287,,,,,,1123,1123,5,0,,,,,,908,,0,56187,1560,,,,,48159,1292,56187,1560
"2020-06-13","WA","B",1204,1204,10,,3817,3817,372,45,,,465461,6230,,,,,43,26852,26852,400,0,,,,,,,492809,6423,492809,6423,,,,,428859,6089,,0
"2020-06-13","WI","A+",691,691,2,,3035,3035,285,32,677,99,388399,11037,,,,,,25089,22518,294,0,,,,,,16231,495117,13427,495117,13427,,,,,410917,11309,,0
"2020-06-13","WV","B",88,,2,,,,29,0,,9,125258,3452,,,,,2,2259,2183,26,0,,,,,,1568,,0,127517,3478,7485,,,,,0,127441,3478
"2020-06-13","WY","C",18,,0,,93,93,5,1,,,32005,1132,,,33788,,,1050,832,23,0,,,,,1027,833,,0,34815,165,,,,,,0,34815,165
"2020-06-12","AK","A",12,12,1,,55,55,15,1,,,70250,1855,,,,,3,630,,14,0,,,,,,403,,0,70880,1869,,,,,,0,70880,1869
"2020-06-12","AL","B",769,764,14,5,2202,2202,624,37,658,,262675,6694,,,,384,,23710,23333,865,0,,,,,,13508,,0,286008,7553,,,,,286008,7553,,0
"2020-06-12","AR","A",176,,5,,961,961,203,36,,,169575,3726,,,,157,49,11547,11547,731,0,,,,,,7607,,0,182645,6428,,,,,,0,182645,6428
"2020-06-12","AS","C",0,,0,,,,,0,,,174,0,,,,,,0,0,0,0,,,,,,,,0,174,0,,,,,,0,174,0
"2020-06-12","AZ","A+",1144,1060,17,67,4079,4079,1336,38,,429,289861,11543,,,,,278,32918,30955,1654,0,,,,,,5980,,0,444139,15088,122070,,,,320816,11543,444139,15088
"2020-06-12","CA","B",4943,,62,,,,4480,0,,1310,2520275,61909,,,,,,141983,141983,2702,0,,,,,,,,0,2662258,64611,,,,,,0,2662258,64611
"2020-06-12","CO","A",1595,1268,12,327,5234,5234,274,177,,,207639,1916,79135,,,,,28822,26215,175,0,5892,,,,,4184,278526,5596,278526,5596,85027,,,,236461,4698,,0
"2020-06-12","CT","B",4159,3321,13,838,9912,9912,244,0,,,300443,13833,,,,,,44689,42788,228,0,,,,,,7611,,0,345132,14061,,,,,,0,328353,8309
"2020-06-12","DC","A+",506,,4,,,,212,0,,82,52299,2600,,,,,57,9654,,65,0,,,,,,1143,61953,2665,61953,2665,,,,,48702,906,,0
"2020-06-12","DE","A",494,436,0,58,,,100,0,,,67521,3594,,,,,,10173,9222,67,0,,,,,12592,6062,91065,1619,91065,1619,,,,,77694,3661,,0
"2020-06-12","FL","A",2967,2967,29,,11986,11986,,136,,,1264928,27249,,171364,1472224,,,68673,,1634,0,,,7717,,96007,,1392549,30492,1392549,30492,,,179109,,1336895,29167,1571222,35397
"2020-06-12","GA","A",2418,,43,,9181,9181,836,108,2021,,536175,6907,,,,,,55783,55783,810,0,6504,,,,50189,,,0,585957,7493,110825,,,,,0,585957,7493
"2020-06-12","GU","B",5,,0,,,,,0,,,8343,146,,,8249,,,184,174,1,0,2,,,,174,168,,0,8527,147,110,,,,,0,8426,60
"2020-06-12","HI","D",17,,0,,86,86,,1,,,57887,1277,,,,,,692,,7,0,,,,,655,623,66127,1464,66127,1464,,,,,58579,1284,67392,1540
"2020-06-12","IA","A+",643,,4,,,,225,0,,81,191207,5606,,23575,,,47,23337,23337,399,0,,,2095,,,14227,,0,214544,6005,,,25697,,214943,6404,,0
"2020-06-12","ID","A",86,66,1,20,265,265,20,3,98,5,58130,1275,,,,,,3302,2984,42,0,,,,,,2684,,0,61114,1312,,,,,61114,1312,,0
"2020-06-12","IL","A",6441,6260,78,181,,,2209,0,,648,1015903,24179,,,,,375,132059,131198,732,0,,,,,,,,0,1147962,24911,,,,,,-1122327,1147101,24774
"2020-06-12","IN","A+",2396,2214,16,182,6349,6349,906,35,1354,329,296034,7440,,,,,116,39146,,398,0,,,,,40598,27811,,0,431249,12072,,,,,335180,7838,431249,12072
"2020-06-12","KS","A",243,,3,,973,973,,19,324,,118105,5175,,,,143,,11047,,235,0,,,,,,667,,0,129152,5410,,,,,128939,128939,,0
"2020-06-12","KY","B",493,491,0,2,2406,2406,514,0,967,81,269149,0,,,,,,11945,11637,0,0,,,,,,3379,,0,280786,0,28319,,,,,0,280786,0
"2020-06-12","LA","B",2996,2883,9,113,,,549,0,,,434539,9338,,,,,74,44995,44995,523,0,,,,,,33904,,0,479534,9861,,,,,,0,479534,9861
"2020-06-12","MA","A+",7538,7382,46,156,10726,10726,1143,72,,276,588300,9879,,,,,170,105059,100811,392,0,,,,,132202,88725,,0,891121,13004,,,55784,,689111,10186,891121,13004
"2020-06-12","MD","B",2900,2773,25,127,9923,9923,836,134,,331,339482,7309,,,,,,60613,60613,416,0,,,,,69655,4474,,0,467564,9748,,,,,400095,7725,467564,9748
"2020-06-12","ME","B",100,100,0,,308,308,32,0,,11,64166,1376,5182,,64166,,5,2721,2420,54,0,274,,,,3311,2105,,0,66887,1430,5464,,,,,0,67585,1439
"2020-06-12","MI","A+",5990,5745,5,245,,,636,0,,253,720615,15544,,,720615,,139,65672,59621,223,0,,,,,81421,42041,,0,786287,15767,122843,,,,,0,802036,15882
"2020-06-12","MN","A",1305,1274,25,31,3557,3557,403,35,1093,191,377589,12773,,,,,,30463,30463,45,0,,,,,,25028,408052,12818,408052,12818,,,,,,0,,0
"2020-06-12","MO","B",872,,12,,,,593,0,,,249550,5900,,31220,252506,,69,15585,15585,195,0,,,1232,,17275,,,0,270232,0,,,32452,,265135,6095,270232,0
"2020-06-12","MP","D",2,,0,,,,,0,,,7732,181,,,,,,30,30,0,0,,,,,,19,,0,7762,181,,,,,,0,7762,181
"2020-06-12","MS","A",881,856,13,16,2643,2643,710,29,,172,195402,0,,,,,94,19091,18959,608,0,95,,,,,13356,,0,214493,608,9442,,,,,0,213753,0
"2020-06-12","MT","C",18,,0,,77,77,7,3,,,56449,1235,,,,,,573,573,10,0,,,,,,489,,0,57022,1245,,,,,,0,57022,1245
"2020-06-12","NC","A",1092,1092,28,,,,760,0,,,554448,21252,,,,,,41249,41249,1768,0,,,,,,23653,,0,595697,23020,,,,,,0,595697,23020
"2020-06-12","ND","F",77,,0,,197,197,35,4,,,81148,1340,3692,,,,,3012,3012,36,0,124,,,,,2573,123650,3332,123650,3332,3816,,,,81930,1312,126443,3409
"2020-06-12","NE","D",212,,17,,1029,1029,164,29,,,114458,2821,,,137852,,,16315,16315,290,0,,,,,19491,9229,,0,157824,4137,,,,,130933,3103,157824,4137
"2020-06-12","NH","A",308,,7,,504,504,73,4,149,,86708,1979,,,,,,5209,,31,0,,,,,,3665,,0,109502,3032,17282,,14884,,91917,2010,109502,3032
"2020-06-12","NJ","A+",14232,12489,49,1743,18607,18607,1480,115,,415,889232,24255,,,,,300,166711,166164,373,0,,,,,,28509,,0,1055943,24628,,,,,,0,1055396,24603
"2020-06-12","NM","C",426,,6,,1625,1625,179,0,,,245758,4245,,,,,,9526,,159,0,,,,,,3983,,0,255284,4404,,,,,,0,255284,4404
"2020-06-12","NV","A+",475,,0,,,,328,0,,77,188769,5914,,,,,36,10676,10676,277,0,,,,,,,244346,4759,244346,4759,,,,,199356,6186,229273,7487
"2020-06-12","NY","A",24495,,53,,89995,89995,1898,0,,552,2419686,71573,,,,,387,381714,,822,0,,,,,,68399,2801400,72395,2801400,72395,,,,,,0,,0
"2020-06-12","OH","B",2508,2280,18,228,6814,6814,547,61,1745,217,483294,10715,,,,,144,40424,37519,420,0,,,,,44225,,,0,557808,13033,,,,,,0,557808,13033
"2020-06-12","OK","A+",359,,2,,1103,1103,154,11,,65,238366,4547,,,238366,,,7848,7848,222,0,974,,,,9156,6391,,0,246214,4769,27415,,,,,0,248091,4877
"2020-06-12","OR","A+",171,,2,,864,864,130,7,,39,156567,4869,,,224005,,19,5237,5076,177,0,,,,,13354,2350,,0,237359,6064,,,,,161643,5038,237359,6064
"2020-06-12","PA","A+",6162,,49,,,,899,0,,,488385,11946,,,,,202,77999,75800,66,0,,,,,,56939,,0,566384,12012,,,,,564185,12627,,0
"2020-06-12","PR","C",146,56,2,90,,,92,0,,7,113280,24595,,,112331,,4,1443,1443,40,0,4093,,,,2326,,,0,114723,24635,,,,,,0,114723,24678
"2020-06-12","RI","A+",833,,10,,1853,1853,141,11,,28,115483,2093,,,179958,,17,16023,,81,0,,,,,22336,1435,200175,3687,200175,3687,,,,,131506,2174,202294,4589
"2020-06-12","SC","A+",593,593,5,,1988,1988,512,90,,,218889,5273,26913,,218889,,,17170,17170,729,0,1385,,,,23654,8682,,0,236059,6002,28298,,,,,0,242543,6087
"2020-06-12","SD","B",74,,1,,525,525,87,11,,,57263,1184,,,,,,5742,,77,0,,,,,,4755,,0,63005,1261,,,,,63005,1261,,0
"2020-06-12","TN","B",468,447,27,21,2049,2049,608,38,,,561047,54291,,,561047,,,29126,28942,588,0,,,,,33913,19425,,0,590173,54879,,,,,,-528635,594960,594960
"2020-06-12","TX","B",1939,,19,,,,2166,0,,,1447304,40546,,,,,,83680,83680,2097,0,5925,117,,,117638,55258,,0,1530984,42643,143174,963,,,,0,1530984,42643
"2020-06-12","UT","B",139,,8,,988,988,197,20,294,,250040,3453,,,287384,130,,13577,13577,325,0,,5,,5,15816,7935,,0,303200,5184,,5,,5,264173,3793,303200,5184
"2020-06-12","VA","A+",1534,1426,14,108,5445,5445,1026,85,,297,397319,42569,,,,,143,53211,50853,564,0,3493,74,,,63219,7002,473654,9966,473654,9966,57230,168,,,,0,,0
"2020-06-12","VI","C",6,6,0,,,,,0,,,2221,41,,,,,,72,,0,0,,,,,,64,,0,2293,41,,,,,2299,19,,0
"2020-06-12","VT","B",55,55,0,,,,16,0,,,45749,1401,,,,,,1118,1118,10,0,,,,,,907,,0,54627,1705,,,,,46867,1411,54627,1705
"2020-06-12","WA","B",1194,1194,4,,3772,3772,386,-1,,,459231,9249,,,,,8,26452,26452,371,0,,,,,,,486386,9637,486386,9637,,,,,422770,9191,,0
"2020-06-12","WI","A+",689,689,7,,3003,3003,287,27,670,104,377362,11308,,,,,,24795,22246,354,0,,,,,,15783,481690,12959,481690,12959,,,,,399608,11628,,0
"2020-06-12","WV","B",86,,1,,,,29,0,,9,121806,2898,,,,,2,2233,2157,21,0,,,,,,1553,,0,124039,2919,7354,,,,,0,123963,1272
"2020-06-12","WY","C",18,,0,,92,92,5,0,,,30873,264,,,33624,,,1027,811,18,0,,,,,1026,814,,0,34650,696,,,,,,0,34650,696
"2020-06-11","AK","A",11,11,0,,54,54,18,1,,,68395,1273,,,,,4,616,,18,0,,,,,,397,,0,69011,1291,,,,,,0,69011,1291
"2020-06-11","AL","B",755,750,11,5,2165,2165,647,36,650,,255981,4913,,,,380,,22845,22474,856,0,,,,,,13508,,0,278455,5761,,,,,278455,5761,,0
"2020-06-11","AR","A",171,,6,,925,925,187,24,,,165849,0,,,,150,45,10816,10816,448,0,,,,,,7351,,0,176217,0,,,,,,0,176217,0
"2020-06-11","AS","C",0,,0,,,,,0,,,174,0,,,,,,0,0,0,0,,,,,,,,0,174,0,,,,,,0,174,0
"2020-06-11","AZ","A+",1127,1060,32,67,4041,4041,1291,41,,429,278318,8483,,,,,278,31264,30955,1412,0,,,,,,5980,,0,429051,15036,120054,,,,309273,9586,429051,15036
"2020-06-11","CA","B",4881,,105,,,,4534,0,,1325,2458366,53759,,,,,,139281,139281,3090,0,,,,,,,,0,2597647,56849,,,,,,0,2597647,56849
"2020-06-11","CO","A",1583,1258,10,325,5057,5057,279,22,,,205723,3877,77546,,,,,28647,26040,148,0,5799,,,,,4169,272930,5401,272930,5401,83345,,,,231763,4002,,0
"2020-06-11","CT","B",4146,3308,26,838,9912,9912,246,243,,,286610,7953,,,,,,44461,42557,114,0,,,,,,7611,,0,331071,8067,,,,,,0,320044,5030
"2020-06-11","DC","A+",502,,3,,,,238,0,,82,49699,1044,,,,,53,9589,,52,0,,,,,,1143,59288,1096,59288,1096,,,,,47796,648,,0
"2020-06-11","DE","A",494,436,1,58,,,109,0,,,63927,2238,,,,,,10106,9158,50,0,,,,,12525,6001,89446,1664,89446,1664,,,,,74033,2288,,0
"2020-06-11","FL","A",2938,2938,49,,11850,11850,,229,,,1237679,26027,,148981,1439362,,,67039,,1669,0,,,6828,,93533,,1362057,27796,1362057,27796,,,155835,,1307728,27725,1535825,34772
"2020-06-11","GA","A",2375,,46,,9073,9073,842,99,2006,,529268,12293,,,,,,54973,54973,993,0,6381,,,,49603,,,0,578464,13243,108194,,,,,0,578464,13243
"2020-06-11","GU","B",5,,0,,,,,0,,,8197,97,,,8191,,,183,175,1,0,2,,,,175,168,,0,8380,98,109,,,,,0,8366,290
"2020-06-11","HI","D",17,,0,,85,85,,1,,,56610,1119,,,,,,685,,3,0,,,,,649,622,64663,1508,64663,1508,,,,,57295,1122,65852,1351
"2020-06-11","IA","A+",639,,9,,,,242,0,,75,185601,5323,,22801,,,48,22938,22938,387,0,,,2070,,,13956,,0,208539,5710,,,24898,,208539,5710,,0
"2020-06-11","ID","A",85,65,0,20,262,262,28,0,99,7,56855,1023,,,,,,3260,2947,40,0,,,,,,2628,,0,59802,1056,,,,,59802,1056,,0
"2020-06-11","IL","B",6363,6185,90,178,,,2365,0,,638,991724,21559,,,,,379,131327,130603,766,0,,,,,,,,0,1123051,22325,,,,,1122327,22325,1122327,22325
"2020-06-11","IN","A+",2380,2198,25,182,6314,6314,887,53,1345,331,288594,6837,,,,,118,38748,,411,0,,,,,40143,27321,,0,419177,10094,,,,,327342,7248,419177,10094
"2020-06-11","KS","A",240,,0,,954,954,,0,316,,112930,0,,,,139,,10812,,0,0,,,,,,657,,0,123742,0,,,,,,0,,0
"2020-06-11","KY","B",493,491,9,2,2406,2406,514,10,967,81,269149,6618,,,,,,11945,11637,62,0,,,,,,3379,,0,280786,6679,28319,,,,,0,280786,6679
"2020-06-11","LA","B",2987,2874,19,113,,,553,0,,,425201,9111,,,,,77,44472,44472,442,0,,,,,,33904,,0,469673,9553,,,,,,0,469673,9553
"2020-06-11","MA","A+",7492,7337,38,155,10654,10654,1260,72,,296,578421,10487,,,,,181,104667,100504,511,0,,,,,131718,88725,,0,878117,13081,,,54574,,678925,10833,878117,13081
"2020-06-11","MD","B",2875,2750,31,125,9789,9789,902,34,,358,332173,6996,,,,,,60197,60197,732,0,,,,,69087,4365,,0,457816,11547,,,,,392370,7728,457816,11547
"2020-06-11","ME","B",100,100,0,,308,308,29,5,,12,62790,1487,5071,,62790,,5,2667,2380,30,0,261,,,,3248,2062,,0,65457,1517,5340,,,,,0,66146,1531
"2020-06-11","MI","A+",5985,5738,33,247,,,661,0,,249,705071,14202,,,705071,,150,65449,59496,267,0,,,,,81083,42041,,0,770520,14469,120796,,,,,0,786154,14602
"2020-06-11","MN","A",1280,1249,13,31,3522,3522,411,40,1091,196,364816,13182,,,,,,30418,30418,219,0,,,,,,24870,395234,13401,395234,13401,,,,,,0,,0
"2020-06-11","MO","B",860,,12,,,,537,0,,,243650,7208,,30275,252506,,59,15390,15390,203,0,,,1195,,17275,,,0,270232,0,,,31470,,259040,7411,270232,0
"2020-06-11","MP","D",2,,0,,,,,0,,,7551,58,,,,,,30,30,0,0,,,,,,19,,0,7581,58,,,,,,0,7581,58
"2020-06-11","MS","A",868,851,0,17,2614,2614,655,0,,160,195402,0,,,,,99,18483,18351,0,0,95,,,,,13356,,0,213885,0,9442,,,,,0,213753,0
"2020-06-11","MT","C",18,,0,,74,74,7,0,,,55214,1159,,,,,,563,563,2,0,,,,,,487,,0,55777,1161,,,,,,0,55777,1161
"2020-06-11","NC","A",1064,1064,11,,,,812,0,,,533196,17717,,,,,,39481,39481,1310,0,,,,,,23653,,0,572677,19027,,,,,,0,572677,19027
"2020-06-11","ND","D",77,,1,,193,193,32,0,,,79808,1089,3583,,,,,2976,2976,38,0,121,,,,,2515,120318,3303,120318,3303,3704,,,,80618,1105,123034,3373
"2020-06-11","NE","D",195,,4,,1000,1000,175,11,,,111637,2358,,,134062,,,16025,16025,142,0,,,,,19153,8946,,0,153687,3422,,,,,127830,2501,153687,3422
"2020-06-11","NH","B",301,,7,,500,500,81,4,147,,84729,1214,,,,,,5178,,46,0,,,,,,3585,,0,106470,3235,16876,,14532,,89907,1260,106470,3235
"2020-06-11","NJ","A+",14183,12443,67,1740,18492,18492,1512,269,,445,864977,21389,,,,,319,166338,165816,486,0,,,,,,28376,,0,1031315,21875,,,,,,0,1030793,21859
"2020-06-11","NM","C",420,,10,,1625,1625,183,42,,,241513,5206,,,,,,9367,,117,0,,,,,,3380,,0,250880,5323,,,,,,0,250880,5323
"2020-06-11","NV","A+",475,,1,,,,337,0,,72,182855,5696,,,,,35,10399,10399,235,0,,,,,,,239587,6275,239587,6275,,,,,193170,5878,221786,6699
"2020-06-11","NY","A",24442,,38,,89995,89995,2042,0,,581,2348113,60103,,,,,424,380892,,736,0,,,,,,68211,2729005,60839,2729005,60839,,,,,,0,,0
